Extraction sheet name,Data file (doi),LSR no.,Extraction sheet dimension,Variable to extract,Understandable label for database,Class ID,Class  label,Class definition,Parent class,Ontology spreadsheet,Organised under,COMBO or not?,COMBO
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,depression_change_endpoint,Information available about changes in depression,GMHO:0000062,depression symptom severity,Symptom severity that is associated with a depression symtom.,symptom severity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_scale_name,Scale for weight,GMHO:0000230,weight scale,A measurement scale that is used to measure weight.,measurement scale,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_n,Number of participants with followup measurements for weight,PATO:0000128,weight,A physical quality inhering in a bearer that has mass near a gravitational body.,force,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_n,Number of participants with followup measurements for weight,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_n,Number of participants with followup measurements for weight,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_baseline,Mean baseline weight,PATO:0000128,weight,A physical quality inhering in a bearer that has mass near a gravitational body.,force,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_baseline,Mean baseline weight,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_baseline,Mean baseline weight,GMHO:0000209,measurement datum at baseline,Measurement datum that was recorded as baseline data in a study.,measurement datum,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_mean,Mean followup weight,PATO:0000128,weight,A physical quality inhering in a bearer that has mass near a gravitational body.,force,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_mean,Mean followup weight,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_mean,Mean followup weight,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_sd,Standard deviation of followup weight,PATO:0000128,weight,A physical quality inhering in a bearer that has mass near a gravitational body.,force,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_sd,Standard deviation of followup weight,OBCS:0000077,standard deviation,A quantitative confidence value that measures the variability of data around the mean.,quantitative confidence value,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_sd,Standard deviation of followup weight,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_change_endpoint,Information available about changes in weight,GMHO:0000203,information on available followup data,An information content entity about the followup data available for a study.,information content entity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,weight_change_endpoint,Information available about changes in weight,PATO:0000128,weight,A physical quality inhering in a bearer that has mass near a gravitational body.,force,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,Timepoint,Timepoint of measurement,GMHO:0000138,temporal reference associated with measurement in intervention,Time point at which a measurement is taken with reference to a temporal part of the intervention evaluation study.,one-dimensional temporal region,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_scale_name,Scale for prolactin,GMHO:0000227,prolactin scale,A measurement scale that is used to measure levels of prolactin.,measurement scale,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_n,Number of participants with followup measurements for prolactin,GMHO:0000042,adverse change in prolactin measurement,An adverse change in a bodily measurement parameter relating to prolactin measurement.,adverse change in a bodily measurement parameter,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_n,Number of participants with followup measurements for prolactin,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_n,Number of participants with followup measurements for prolactin,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_baseline,Mean baseline prolactin,GMHO:0000042,adverse change in prolactin measurement,An adverse change in a bodily measurement parameter relating to prolactin measurement.,adverse change in a bodily measurement parameter,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_baseline,Mean baseline prolactin,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_baseline,Mean baseline prolactin,GMHO:0000209,measurement datum at baseline,Measurement datum that was recorded as baseline data in a study.,measurement datum,Intervention population,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_mean,Mean followup prolactin,GMHO:0000042,adverse change in prolactin measurement,An adverse change in a bodily measurement parameter relating to prolactin measurement.,adverse change in a bodily measurement parameter,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_mean,Mean followup prolactin,OBI:0000679,average value,A data item that is produced as the output of an averaging data transformation and represents the average value of the input data.,data item,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_mean,Mean followup prolactin,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_sd,Standard deviation of followup prolactin,GMHO:0000042,adverse change in prolactin measurement,An adverse change in a bodily measurement parameter relating to prolactin measurement.,adverse change in a bodily measurement parameter,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_sd,Standard deviation of followup prolactin,OBCS:0000077,standard deviation,A quantitative confidence value that measures the variability of data around the mean.,quantitative confidence value,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_sd,Standard deviation of followup prolactin,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_change_endpoint,Information available about changes in prolactin,GMHO:0000203,information on available followup data,An information content entity about the followup data available for a study.,information content entity,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,prolactin_change_endpoint,Information available about changes in prolactin,GMHO:0000042,adverse change in prolactin measurement,An adverse change in a bodily measurement parameter relating to prolactin measurement.,adverse change in a bodily measurement parameter,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,adverse_event_e,Number of participants with adverse events following intervention,GMHO:0000047,adverse event following an intervention,A pathological bodily process that occurs after the intervention delivery starts.,pathological bodily process,Intervention outcomes and spillover effects,Outcome,COMBO,"GMHO:0000047,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,adverse_event_e,Number of participants with adverse events following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",No Combo,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,adverse_event_e,Number of participants with adverse events following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,Outcome,COMBO,"GMHO:0000047,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,adverse_event_n,Number of participants with measurement for adverse events following intervention,GMHO:0000047,adverse event following an intervention,A pathological bodily process that occurs after the intervention delivery starts.,pathological bodily process,Intervention outcomes and spillover effects,Outcome,COMBO,"GMHO:0000047,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,adverse_event_n,Number of participants with measurement for adverse events following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",No Combo,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,adverse_event_n,Number of participants with measurement for adverse events following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,Outcome,COMBO,"GMHO:0000047,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anticholinergic_symptom_e,Number of participants with anticholinergic symptom following intervention,GMHO:0000221,anticholinergic symptom following intervention,An adverse event following an intervention that involves symptoms associated with anticholinergic drugs.,adverse event following an intervention,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000221,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anticholinergic_symptom_e,Number of participants with anticholinergic symptom following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,"GMHO:0000221,GMHO:0000204",No Combo,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anticholinergic_symptom_e,Number of participants with anticholinergic symptom following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000221,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anticholinergic_symptom_n,Number of participants with measurements for anticholinergic symptom following intervention,GMHO:0000221,anticholinergic symptom following intervention,An adverse event following an intervention that involves symptoms associated with anticholinergic drugs.,adverse event following an intervention,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000221,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anticholinergic_symptom_n,Number of participants with measurements for anticholinergic symptom following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,"GMHO:0000221,GMHO:0000204",No Combo,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anticholinergic_symptom_n,Number of participants with measurements for anticholinergic symptom following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000221,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anxiety_e,Number of participants with anxiety following intervention,GMHO:0000238,anxiousness following intervention,An adverse event following an intervention that involves feeling anxiety.,adverse event following an intervention,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000238,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anxiety_e,Number of participants with anxiety following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,"GMHO:0000238,GMHO:0000204",No Combo,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anxiety_e,Number of participants with anxiety following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000238,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anxiety_n,Number of participants with measurement for anxiety following intervention,GMHO:0000238,anxiousness following intervention,An adverse event following an intervention that involves feeling anxiety.,adverse event following an intervention,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000238,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anxiety_n,Number of participants with measurement for anxiety following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,"GMHO:0000238,GMHO:0000204",No Combo,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,anxiety_n,Number of participants with measurement for anxiety following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000238,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dizziness_e,Number of participants with dizziness following intervention,GMHO:0000179,dizziness following intervention,An adverse event following an intervention that involves experiencing dizziness.,adverse event following an intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dizziness_e,Number of participants with dizziness following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dizziness_e,Number of participants with dizziness following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dizziness_n,Number of participants with measurement for dizziness following intervention,GMHO:0000179,dizziness following intervention,An adverse event following an intervention that involves experiencing dizziness.,adverse event following an intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dizziness_n,Number of participants with measurement for dizziness following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,dizziness_n,Number of participants with measurement for dizziness following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,headache_e,Number of participants with headache following intervention,GMHO:0000181,headache following intervention,A pain following intervention that has an outcome of headache.,pain following intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,headache_e,Number of participants with headache following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,headache_e,Number of participants with headache following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,headache_n,Number of participants with measurement for headache following intervention,GMHO:0000181,headache following intervention,A pain following intervention that has an outcome of headache.,pain following intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,headache_n,Number of participants with measurement for headache following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,headache_n,Number of participants with measurement for headache following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,nausea_vomitting_e,Number of participants with nausea following intervention,GMHO:0000183,nausea following intervention,"A digestive system adverse event following intervention that has an outcome of nausea, a gastric discomfort associated with the inclination to vomit",digestive system adverse event following intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,nausea_vomitting_e,Number of participants with nausea following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,nausea_vomitting_e,Number of participants with nausea following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,nausea_vomitting_n,Number of participants with measurement for nausea following intervention,GMHO:0000183,nausea following intervention,"A digestive system adverse event following intervention that has an outcome of nausea, a gastric discomfort associated with the inclination to vomit",digestive system adverse event following intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,nausea_vomitting_n,Number of participants with measurement for nausea following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,nausea_vomitting_n,Number of participants with measurement for nausea following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,sedation_e,Number of participants with sedation following intervention,GMHO:0000229,tiredness following intervention,A digestive system adverse event following intervention that involves experiencing tiredness.,digestive system adverse event following intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,sedation_e,Number of participants with sedation following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,sedation_e,Number of participants with sedation following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,sedation_n,Number of participants with measurement for sedation following intervention,GMHO:0000229,tiredness following intervention,A digestive system adverse event following intervention that involves experiencing tiredness.,digestive system adverse event following intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,sedation_n,Number of participants with measurement for sedation following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,sedation_n,Number of participants with measurement for sedation following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,hyperprolactinemia_e,Number of participants with hyperprolactinemia following intervention,GMHO:0000234,hyperprolactinemia following intervention,An adverse event following an intervention that involves experiencing hyperprolactinemia.,adverse event following an intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,hyperprolactinemia_e,Number of participants with hyperprolactinemia following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,hyperprolactinemia_e,Number of participants with hyperprolactinemia following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,hyperprolactinemia_n,Number of participants with measurement for hyperprolactinemia following intervention,GMHO:0000234,hyperprolactinemia following intervention,An adverse event following an intervention that involves experiencing hyperprolactinemia.,adverse event following an intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,hyperprolactinemia_n,Number of participants with measurement for hyperprolactinemia following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,hyperprolactinemia_n,Number of participants with measurement for hyperprolactinemia following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,qtc_prolongation_e,Number of participants with QTc prolongation following intervention,GMHO:0000231,QTc prolongation following intervention,An adverse event following an intervention that involves experiencing a prolonged QTc.,adverse event following an intervention,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,qtc_prolongation_e,Number of participants with QTc prolongation following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,qtc_prolongation_e,Number of participants with QTc prolongation following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,qtc_prolongation_n,Number of participants with measurement for QTc prolongation following intervention,CMO:0000269,QTc interval,QT interval corrected for heart rate calculated by the QT interval divided by the square root of the interval from one QRS complex to the onset of the next QRS complex measured in seconds.,heart electrical conduction measurement,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,qtc_prolongation_n,Number of participants with measurement for QTc prolongation following intervention,GMHO:0000206,number of participants with measurement,Number of intervention participants for whom a measurement was made.,number of intervention participants,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,qtc_prolongation_n,Number of participants with measurement for QTc prolongation following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,,,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,agitation_e,Number of participants with agitation following intervention,GMHO:0000233,agitation following intervention,An adverse event following an intervention that involves experiencing agitation.,adverse event following an intervention,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000233,GMHO:0000204"
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,agitation_e,Number of participants with agitation following intervention,GMHO:0000214,number of participants with specific outcome,Number of intervention participants for whom an outcome has been identified within a study.,number of intervention participants,Intervention outcomes and spillover effects,"GMHO:0000233,GMHO:0000204",No Combo,
LSR3_taar1_H/data/data_2024-01-22_LSR3_H.xlsx,https://doi.org/10.5281/zenodo.10890206,3,,agitation_e,Number of participants with agitation following intervention,GMHO:0000204,measurement datum at followup,Measurement datum that was recorded as followup data in a study.,measurement datum,Intervention outcomes and spillover effects,"GMHO:0000047,GMHO:0000204",COMBO,"GMHO:0000233,GMHO:0000204"
